DateTime,ET_SSEBop,ET_SIMS,ET_PT_JPL,ET_DisALEXI,ET_geeSEBAL,P_gridMET,ET_Ref_ETo,NDVI
1/1/2020 0:00:00,0.72,0.50,1.30,0.48,0.00,0.00,1.62,0.39
1/2/2020 0:00:00,0.91,0.67,1.49,0.58,0.00,0.00,2.06,0.39
1/3/2020 0:00:00,0.86,0.66,1.27,0.53,0.00,0.00,1.97,0.39
1/4/2020 0:00:00,0.58,0.47,0.75,0.34,0.00,0.00,1.35,0.39
1/5/2020 0:00:00,0.73,0.62,0.82,0.41,0.00,0.00,1.71,0.39
1/6/2020 0:00:00,0.84,0.75,0.79,0.45,0.00,0.00,1.97,0.39
1/7/2020 0:00:00,0.77,0.73,0.86,0.44,0.11,0.00,1.80,0.40
1/8/2020 0:00:00,0.47,0.46,0.61,0.28,0.13,1.00,1.08,0.41
1/9/2020 0:00:00,0.44,0.45,0.64,0.27,0.18,8.20,0.99,0.42
1/10/2020 0:00:00,0.61,0.65,0.98,0.40,0.34,0.00,1.35,0.43
1/11/2020 0:00:00,0.54,0.59,0.95,0.36,0.36,0.80,1.17,0.44
1/12/2020 0:00:00,0.59,0.67,1.13,0.41,0.47,0.50,1.26,0.45
1/13/2020 0:00:00,0.47,0.55,0.97,0.34,0.43,2.00,0.99,0.46
1/14/2020 0:00:00,0.53,0.63,1.15,0.39,0.54,0.70,1.08,0.47
1/15/2020 0:00:00,0.57,0.69,1.22,0.41,0.56,0.00,1.17,0.47
1/16/2020 0:00:00,0.39,0.48,0.82,0.28,0.37,18.90,0.81,0.47
1/17/2020 0:00:00,0.61,0.74,1.25,0.43,0.55,0.00,1.26,0.47
1/18/2020 0:00:00,0.79,0.96,1.57,0.55,0.67,0.00,1.62,0.47
1/19/2020 0:00:00,1.01,1.22,1.97,0.69,0.81,0.00,2.06,0.47
1/20/2020 0:00:00,0.79,0.96,1.50,0.53,0.60,0.00,1.62,0.47
1/21/2020 0:00:00,0.52,0.64,0.98,0.35,0.38,2.10,1.08,0.47
1/22/2020 0:00:00,0.52,0.64,0.95,0.34,0.36,0.00,1.08,0.46
1/23/2020 0:00:00,0.65,0.80,1.16,0.42,0.42,0.00,1.35,0.46
1/24/2020 0:00:00,0.65,0.81,1.13,0.41,0.39,0.00,1.35,0.46
1/25/2020 0:00:00,0.57,0.70,0.95,0.35,0.32,2.40,1.17,0.46
1/26/2020 0:00:00,0.48,0.59,0.79,0.29,0.25,3.30,0.99,0.46
1/27/2020 0:00:00,0.70,0.86,1.11,0.42,0.33,0.00,1.44,0.46
1/28/2020 0:00:00,0.74,0.92,1.15,0.43,0.32,0.40,1.53,0.46
1/29/2020 0:00:00,1.09,1.35,1.63,0.63,0.42,0.00,2.24,0.46
1/30/2020 0:00:00,1.00,1.25,1.46,0.57,0.34,0.00,2.06,0.46
1/31/2020 0:00:00,1.17,1.47,1.66,0.65,0.35,0.00,2.42,0.45
2/1/2020 0:00:00,1.12,1.40,1.53,0.61,0.29,0.00,2.31,0.45
2/2/2020 0:00:00,0.73,0.92,0.97,0.39,0.16,0.00,1.51,0.45
2/3/2020 0:00:00,0.86,1.08,1.10,0.45,0.15,0.00,1.78,0.45
2/4/2020 0:00:00,1.03,1.30,1.27,0.53,0.13,0.00,2.13,0.45
2/5/2020 0:00:00,1.16,1.47,1.37,0.58,0.10,0.00,2.40,0.45
2/6/2020 0:00:00,1.03,1.30,1.17,0.50,0.05,0.00,2.13,0.45
2/7/2020 0:00:00,1.15,1.47,1.26,0.55,0.00,0.00,2.40,0.45
2/8/2020 0:00:00,1.01,1.27,1.11,0.50,0.00,0.00,2.04,0.45
2/9/2020 0:00:00,1.48,1.85,1.63,0.74,0.00,0.00,2.93,0.46
2/10/2020 0:00:00,1.83,2.27,2.02,0.94,0.01,0.00,3.55,0.47
2/11/2020 0:00:00,1.73,2.13,1.91,0.91,0.01,0.00,3.29,0.48
2/12/2020 0:00:00,1.15,1.40,1.27,0.61,0.00,0.00,2.13,0.48
2/13/2020 0:00:00,0.88,1.07,0.98,0.48,0.00,0.00,1.60,0.49
2/14/2020 0:00:00,1.00,1.20,1.11,0.55,0.01,0.00,1.78,0.50
2/15/2020 0:00:00,1.32,1.58,1.47,0.75,0.01,0.00,2.31,0.51
2/16/2020 0:00:00,1.02,1.30,1.29,1.06,0.78,0.00,2.13,0.45
2/17/2020 0:00:00,1.43,1.80,1.72,1.43,1.02,0.00,2.93,0.45
2/18/2020 0:00:00,1.24,1.54,1.42,1.19,0.82,0.00,2.49,0.45
2/19/2020 0:00:00,1.09,1.33,1.18,1.00,0.66,0.00,2.13,0.46
2/20/2020 0:00:00,1.16,1.40,1.19,1.03,0.65,0.00,2.22,0.46
2/21/2020 0:00:00,1.62,1.91,1.56,1.37,0.83,0.00,3.02,0.47
2/22/2020 0:00:00,1.07,1.25,0.98,0.87,0.50,0.00,1.96,0.47
2/23/2020 0:00:00,0.99,1.14,0.86,0.77,0.42,0.00,1.78,0.48
2/24/2020 0:00:00,1.78,2.02,1.44,1.32,0.68,0.00,3.11,0.48
2/25/2020 0:00:00,2.28,2.56,1.75,1.63,0.78,0.00,3.91,0.48
2/26/2020 0:00:00,1.80,1.99,1.30,1.23,0.55,0.00,3.02,0.49
2/27/2020 0:00:00,1.89,2.07,1.28,1.24,0.50,0.00,3.11,0.49
2/28/2020 0:00:00,1.81,1.96,1.16,1.14,0.42,0.00,2.93,0.50
2/29/2020 0:00:00,1.51,1.62,0.90,0.91,0.30,0.00,2.40,0.50
3/1/2020 0:00:00,1.29,1.36,0.72,0.74,0.21,0.00,2.00,0.51
3/2/2020 0:00:00,2.74,2.87,1.43,1.52,0.37,0.00,4.19,0.51
3/3/2020 0:00:00,2.09,2.45,1.66,1.01,0.01,0.00,3.91,0.46
3/4/2020 0:00:00,1.72,2.00,1.39,0.89,0.08,0.00,3.19,0.46
3/5/2020 0:00:00,1.53,1.78,1.26,0.84,0.13,0.00,2.82,0.47
3/6/2020 0:00:00,1.35,1.56,1.13,0.78,0.16,0.00,2.46,0.47
3/7/2020 0:00:00,0.76,0.87,0.64,0.46,0.12,5.40,1.37,0.47
3/8/2020 0:00:00,1.17,1.35,1.01,0.75,0.23,0.00,2.09,0.47
3/9/2020 0:00:00,1.28,1.47,1.12,0.86,0.30,0.00,2.28,0.48
3/10/2020 0:00:00,1.34,1.54,1.20,0.94,0.36,0.40,2.37,0.48
3/11/2020 0:00:00,1.67,1.90,1.50,1.22,0.50,0.00,2.91,0.48
3/12/2020 0:00:00,1.94,2.21,1.78,1.48,0.65,0.00,3.37,0.48
3/13/2020 0:00:00,1.54,1.74,1.43,1.21,0.57,0.00,2.64,0.49
3/14/2020 0:00:00,0.75,0.85,0.70,0.61,0.30,35.80,1.27,0.49
3/15/2020 0:00:00,0.70,0.79,0.67,0.59,0.30,27.60,1.18,0.49
3/16/2020 0:00:00,0.71,0.80,0.68,0.61,0.33,11.80,1.18,0.50
3/17/2020 0:00:00,1.04,1.17,1.01,0.93,0.52,6.10,1.73,0.50
3/18/2020 0:00:00,0.83,0.93,0.82,0.76,0.44,1.80,1.37,0.50
3/19/2020 0:00:00,1.17,1.30,1.17,1.11,0.65,0.80,1.91,0.50
3/20/2020 0:00:00,1.51,1.69,1.53,1.47,0.89,1.80,2.46,0.51
3/21/2020 0:00:00,1.07,1.19,1.10,1.07,0.66,0.90,1.73,0.51
3/22/2020 0:00:00,1.42,1.58,1.47,1.46,0.92,2.40,2.28,0.51
3/23/2020 0:00:00,1.09,1.21,1.14,1.14,0.74,0.00,1.73,0.51
3/24/2020 0:00:00,1.27,1.40,1.34,1.36,0.90,5.50,2.00,0.52
3/25/2020 0:00:00,1.22,1.35,1.30,1.34,0.90,1.80,1.91,0.52
3/26/2020 0:00:00,1.52,1.67,1.64,1.70,1.16,2.20,2.37,0.52
3/27/2020 0:00:00,1.53,1.68,1.66,1.75,1.21,0.00,2.37,0.53
3/28/2020 0:00:00,1.01,1.11,1.11,1.18,0.82,2.30,1.55,0.53
3/29/2020 0:00:00,1.44,1.57,1.59,1.71,1.21,0.50,2.18,0.53
3/30/2020 0:00:00,1.87,2.04,2.08,2.26,1.62,0.00,2.82,0.53
3/31/2020 0:00:00,1.82,1.98,2.05,2.24,1.63,0.00,2.73,0.54
4/1/2020 0:00:00,1.80,1.95,2.04,2.25,1.65,0.00,2.68,0.54
4/2/2020 0:00:00,2.35,2.55,2.69,3.00,2.22,0.00,3.48,0.54
4/3/2020 0:00:00,2.19,2.37,2.52,2.83,2.12,0.00,3.21,0.54
4/4/2020 0:00:00,0.85,0.92,0.98,1.08,0.85,15.70,1.25,0.55
4/5/2020 0:00:00,0.49,0.53,0.56,0.61,0.50,38.70,0.71,0.55
4/6/2020 0:00:00,0.92,0.99,1.06,1.12,0.97,8.80,1.34,0.55
4/7/2020 0:00:00,1.91,2.04,2.20,2.29,2.06,0.00,2.77,0.55
4/8/2020 0:00:00,1.86,1.97,2.13,2.17,2.05,0.00,2.68,0.55
4/9/2020 0:00:00,1.24,1.31,1.43,1.43,1.40,2.40,1.79,0.55
4/10/2020 0:00:00,1.87,1.97,2.14,2.10,2.16,0.00,2.68,0.55
4/11/2020 0:00:00,2.07,2.16,2.37,2.27,2.44,0.00,2.95,0.55
4/12/2020 0:00:00,2.01,2.10,2.30,2.16,2.42,0.00,2.86,0.55
4/13/2020 0:00:00,2.65,2.75,3.03,2.79,3.26,0.00,3.75,0.55
4/14/2020 0:00:00,3.55,3.67,4.05,3.65,4.45,0.00,5.00,0.55
4/15/2020 0:00:00,3.06,3.14,3.48,3.07,3.90,0.00,4.29,0.56
4/16/2020 0:00:00,2.24,2.29,2.54,2.19,2.91,0.00,3.12,0.56
4/17/2020 0:00:00,2.24,2.29,2.55,2.15,2.98,0.00,3.12,0.56
4/18/2020 0:00:00,2.25,2.29,2.56,2.11,3.04,0.00,3.12,0.56
4/19/2020 0:00:00,2.33,2.35,2.64,2.12,3.20,0.00,3.21,0.56
4/20/2020 0:00:00,1.69,1.70,1.91,1.50,2.36,0.00,2.32,0.56
4/21/2020 0:00:00,2.60,2.61,2.95,2.26,3.70,0.00,3.57,0.56
4/22/2020 0:00:00,3.33,3.33,3.77,2.82,4.82,0.00,4.55,0.56
4/23/2020 0:00:00,3.34,3.33,3.78,2.76,4.91,0.00,4.55,0.56
4/24/2020 0:00:00,4.41,4.38,4.98,3.54,6.58,0.00,5.98,0.56
4/25/2020 0:00:00,3.96,3.92,4.47,3.10,6.00,0.00,5.36,0.56
4/26/2020 0:00:00,3.38,3.33,3.81,2.57,5.20,0.00,4.55,0.57
4/27/2020 0:00:00,3.59,3.52,4.04,2.65,5.61,0.00,4.82,0.57
4/28/2020 0:00:00,4.05,3.93,4.45,2.93,5.67,0.00,5.36,0.58
4/29/2020 0:00:00,3.02,2.89,3.23,2.13,3.74,0.00,3.93,0.59
4/30/2020 0:00:00,3.41,3.24,3.55,2.36,3.71,0.00,4.37,0.60
5/1/2020 0:00:00,3.71,3.48,3.77,2.51,3.48,0.00,4.69,0.61
5/2/2020 0:00:00,2.56,2.38,2.53,1.69,2.03,0.00,3.19,0.62
5/3/2020 0:00:00,3.46,3.18,3.34,2.24,2.26,0.00,4.25,0.63
5/4/2020 0:00:00,4.68,4.26,4.40,2.97,2.42,0.00,5.66,0.64
5/5/2020 0:00:00,4.15,3.74,3.81,2.58,1.59,0.00,4.95,0.65
5/6/2020 0:00:00,4.85,4.15,3.55,2.22,0.38,0.00,5.66,0.62
5/7/2020 0:00:00,5.40,4.62,4.09,2.58,0.77,0.00,6.37,0.62
5/8/2020 0:00:00,5.57,4.75,4.36,2.78,1.17,0.00,6.64,0.62
5/9/2020 0:00:00,4.63,3.94,3.75,2.41,1.29,0.00,5.57,0.61
5/10/2020 0:00:00,3.57,3.03,2.99,1.93,1.24,0.00,4.34,0.61
5/11/2020 0:00:00,2.88,2.44,2.49,1.62,1.20,0.40,3.54,0.61
5/12/2020 0:00:00,1.64,1.38,1.47,0.96,0.80,1.60,2.04,0.61
5/13/2020 0:00:00,2.75,2.32,2.54,1.67,1.55,1.90,3.45,0.61
5/14/2020 0:00:00,2.65,2.23,2.53,1.68,1.70,0.40,3.36,0.60
5/15/2020 0:00:00,3.38,2.83,3.32,2.22,2.42,0.00,4.34,0.60
5/16/2020 0:00:00,3.41,2.85,3.46,2.32,2.71,0.00,4.42,0.60
5/17/2020 0:00:00,1.96,1.63,2.05,1.38,1.71,13.10,2.57,0.60
5/18/2020 0:00:00,1.87,1.55,2.02,1.37,1.79,6.70,2.48,0.59
5/19/2020 0:00:00,2.64,2.19,2.93,2.00,2.75,0.50,3.54,0.59
5/20/2020 0:00:00,3.00,2.48,3.44,2.36,3.39,0.00,4.07,0.59
5/21/2020 0:00:00,3.61,2.97,4.26,2.93,4.39,0.00,4.95,0.59
5/22/2020 0:00:00,2.83,2.48,3.07,3.86,6.92,0.00,5.04,0.41
5/23/2020 0:00:00,3.24,2.71,3.50,4.04,7.11,0.00,5.75,0.42
5/24/2020 0:00:00,3.61,2.87,3.89,4.08,7.00,0.00,6.37,0.43
5/25/2020 0:00:00,3.79,2.86,4.05,3.84,6.39,0.00,6.64,0.44
5/26/2020 0:00:00,3.81,2.72,4.05,3.43,5.48,0.00,6.64,0.45
5/27/2020 0:00:00,4.09,2.76,4.33,3.22,4.87,0.00,7.08,0.46
5/28/2020 0:00:00,3.81,2.41,4.01,2.58,3.61,0.00,6.55,0.47
5/29/2020 0:00:00,3.00,1.79,3.14,1.70,2.13,0.00,5.13,0.48
5/30/2020 0:00:00,1.76,1.02,1.97,1.03,1.18,8.50,3.01,0.48
5/31/2020 0:00:00,2.07,1.17,2.46,1.26,1.30,0.00,3.54,0.49
6/1/2020 0:00:00,2.61,1.44,3.29,1.63,1.54,0.00,4.46,0.49
6/2/2020 0:00:00,3.92,2.10,5.22,2.53,2.15,0.00,6.69,0.49
6/3/2020 0:00:00,4.28,2.23,6.01,2.85,2.18,0.00,7.31,0.50
6/4/2020 0:00:00,4.18,2.11,6.16,2.86,1.97,0.00,7.14,0.50
6/5/2020 0:00:00,2.61,1.28,4.04,1.84,1.13,0.00,4.46,0.51
6/6/2020 0:00:00,2.35,1.12,3.80,1.70,0.92,0.00,4.01,0.51
6/7/2020 0:00:00,2.51,1.18,4.02,1.86,1.17,0.00,4.37,0.50
6/8/2020 0:00:00,3.48,1.60,5.49,2.63,1.87,0.00,6.15,0.49
6/9/2020 0:00:00,4.05,1.84,6.33,3.14,2.50,0.00,7.31,0.49
6/10/2020 0:00:00,3.93,1.75,6.05,3.12,2.74,0.00,7.23,0.48
6/11/2020 0:00:00,3.33,1.46,5.06,2.71,2.60,0.00,6.24,0.47
6/12/2020 0:00:00,2.01,0.86,3.00,1.67,1.74,0.00,3.84,0.46
6/13/2020 0:00:00,1.78,0.75,2.63,1.52,1.71,0.00,3.48,0.46
6/14/2020 0:00:00,2.60,1.07,3.77,2.27,2.74,0.00,5.17,0.45
6/15/2020 0:00:00,2.47,1.01,3.47,2.13,2.45,0.00,4.91,0.45
6/16/2020 0:00:00,2.58,1.04,3.49,2.18,2.38,0.00,5.08,0.46
6/17/2020 0:00:00,3.59,1.44,4.69,2.98,3.08,0.00,7.05,0.46
6/18/2020 0:00:00,3.61,1.43,4.54,2.95,2.86,0.00,7.05,0.46
6/19/2020 0:00:00,3.35,1.32,4.06,2.69,2.45,0.00,6.51,0.47
6/20/2020 0:00:00,3.27,1.28,3.82,2.58,2.18,0.00,6.33,0.47
6/21/2020 0:00:00,3.15,1.22,3.53,2.44,1.90,0.00,6.07,0.47
6/22/2020 0:00:00,3.35,1.29,3.60,2.55,1.82,0.00,6.42,0.47
6/23/2020 0:00:00,2.96,1.00,2.79,2.38,0.88,0.00,6.51,0.41
6/24/2020 0:00:00,2.89,0.96,2.72,2.31,0.88,0.00,6.33,0.41
6/25/2020 0:00:00,2.85,0.94,2.68,2.27,0.89,0.00,6.24,0.41
6/26/2020 0:00:00,3.15,1.02,2.96,2.50,1.01,0.00,6.87,0.41
6/27/2020 0:00:00,3.03,0.97,2.85,2.40,1.00,0.00,6.60,0.41
6/28/2020 0:00:00,2.30,0.73,2.16,1.81,0.78,0.00,5.00,0.41
6/29/2020 0:00:00,2.80,0.87,2.63,2.20,0.97,0.00,6.07,0.41
6/30/2020 0:00:00,3.01,0.92,2.83,2.36,1.06,0.00,6.51,0.41
7/1/2020 0:00:00,2.84,0.88,2.65,2.15,0.92,0.00,6.03,0.42
7/2/2020 0:00:00,2.77,0.86,2.56,2.02,0.82,0.00,5.77,0.42
7/3/2020 0:00:00,2.95,0.93,2.70,2.07,0.79,0.00,6.03,0.43
7/4/2020 0:00:00,3.86,1.22,3.51,2.61,0.93,0.00,7.75,0.43
7/5/2020 0:00:00,3.97,1.26,3.59,2.59,0.85,0.00,7.84,0.44
7/6/2020 0:00:00,3.24,1.04,2.91,2.04,0.62,0.00,6.29,0.44
7/7/2020 0:00:00,3.34,1.08,2.98,2.03,0.55,0.00,6.37,0.44
7/8/2020 0:00:00,3.63,1.18,3.21,2.12,0.52,0.00,6.81,0.45
7/9/2020 0:00:00,3.88,0.93,3.07,2.38,2.68,0.00,7.06,0.45
7/10/2020 0:00:00,4.05,0.99,3.30,2.57,2.74,0.00,7.58,0.44
7/11/2020 0:00:00,4.20,1.04,3.53,2.75,2.78,0.00,8.10,0.43
7/12/2020 0:00:00,4.16,1.05,3.61,2.82,2.69,0.00,8.27,0.42
7/13/2020 0:00:00,3.19,0.82,2.87,2.24,2.01,0.00,6.55,0.41
7/14/2020 0:00:00,2.76,0.72,2.57,2.02,1.69,0.00,5.86,0.40
7/15/2020 0:00:00,2.67,0.71,2.57,2.02,1.58,0.00,5.86,0.40
7/16/2020 0:00:00,2.73,0.74,2.73,2.15,1.56,0.00,6.20,0.39
7/17/2020 0:00:00,2.75,0.78,2.80,2.18,1.43,0.00,6.12,0.39
7/18/2020 0:00:00,2.81,0.83,2.90,2.24,1.32,0.00,6.12,0.40
7/19/2020 0:00:00,2.75,0.84,2.88,2.20,1.15,0.00,5.86,0.41
7/20/2020 0:00:00,2.64,0.83,2.81,2.12,0.98,0.00,5.51,0.41
7/21/2020 0:00:00,2.69,0.88,2.91,2.17,0.88,0.00,5.51,0.42
7/22/2020 0:00:00,2.74,0.92,3.00,2.22,0.77,0.00,5.51,0.43
7/23/2020 0:00:00,2.80,0.96,3.10,2.27,0.67,0.00,5.51,0.43
7/24/2020 0:00:00,2.90,1.02,3.25,2.36,0.58,0.00,5.60,0.44
7/25/2020 0:00:00,2.60,0.77,2.42,1.96,1.81,0.00,6.29,0.38
7/26/2020 0:00:00,2.62,0.74,2.35,1.86,1.63,0.00,6.12,0.39
7/27/2020 0:00:00,2.83,0.77,2.44,1.89,1.56,0.00,6.37,0.39
7/28/2020 0:00:00,2.96,0.77,2.46,1.86,1.44,0.00,6.46,0.40
7/29/2020 0:00:00,3.06,0.77,2.45,1.81,1.30,0.00,6.46,0.40
7/30/2020 0:00:00,3.07,0.75,2.37,1.72,1.13,0.00,6.29,0.40
7/31/2020 0:00:00,3.25,0.76,2.42,1.71,1.02,0.00,6.46,0.41
8/1/2020 0:00:00,3.47,0.79,2.50,1.72,0.91,0.00,6.70,0.41
8/2/2020 0:00:00,3.52,0.85,2.61,1.77,0.94,0.00,6.79,0.42
8/3/2020 0:00:00,3.40,0.87,2.58,1.72,0.93,0.00,6.53,0.42
8/4/2020 0:00:00,2.89,0.78,2.25,1.47,0.80,0.00,5.53,0.43
8/5/2020 0:00:00,1.84,0.53,1.47,0.95,0.52,0.00,3.52,0.43
8/6/2020 0:00:00,2.42,0.73,1.98,1.25,0.70,0.00,4.61,0.43
8/7/2020 0:00:00,2.74,0.87,2.28,1.43,0.80,0.00,5.19,0.44
8/8/2020 0:00:00,3.01,1.00,2.57,1.58,0.90,0.00,5.70,0.44
8/9/2020 0:00:00,3.24,1.12,2.82,1.71,0.98,0.00,6.12,0.45
8/10/2020 0:00:00,3.17,0.71,2.83,1.89,0.81,0.00,5.95,0.45
8/11/2020 0:00:00,2.71,0.59,2.36,1.76,0.88,0.00,5.61,0.42
8/12/2020 0:00:00,2.58,0.54,2.17,1.85,1.06,0.00,5.95,0.38
8/13/2020 0:00:00,2.67,0.53,2.15,2.14,1.39,0.00,6.95,0.34
8/14/2020 0:00:00,2.30,0.42,1.74,2.09,1.53,0.00,6.87,0.30
8/15/2020 0:00:00,1.86,0.31,1.29,1.97,1.59,0.00,6.53,0.26
8/16/2020 0:00:00,1.66,0.23,1.00,2.10,1.87,0.00,7.04,0.23
8/17/2020 0:00:00,1.45,0.15,0.67,2.30,2.24,0.00,7.79,0.19
8/18/2020 0:00:00,1.70,0.23,1.21,2.28,2.04,0.00,8.04,0.21
8/19/2020 0:00:00,1.89,0.31,1.70,2.16,1.75,0.00,7.96,0.24
8/20/2020 0:00:00,1.76,0.33,1.86,1.75,1.25,0.00,6.70,0.26
8/21/2020 0:00:00,1.81,0.37,2.15,1.57,0.96,0.00,6.28,0.28
8/22/2020 0:00:00,1.89,0.42,2.45,1.43,0.71,0.00,6.03,0.31
8/23/2020 0:00:00,2.15,0.51,2.99,1.44,0.54,0.00,6.37,0.33
8/24/2020 0:00:00,2.04,0.50,3.00,1.21,0.28,0.00,5.61,0.36
8/25/2020 0:00:00,1.73,0.44,2.65,0.90,0.07,0.00,4.44,0.38
8/26/2020 0:00:00,1.60,0.46,1.95,0.51,0.13,0.00,4.86,0.36
8/27/2020 0:00:00,1.63,0.46,2.00,0.49,0.13,0.00,5.03,0.35
8/28/2020 0:00:00,1.74,0.48,2.15,0.50,0.13,0.00,5.45,0.35
8/29/2020 0:00:00,1.83,0.49,2.26,0.49,0.13,0.00,5.78,0.34
8/30/2020 0:00:00,1.78,0.46,2.20,0.44,0.12,0.00,5.70,0.34
8/31/2020 0:00:00,1.73,0.43,2.15,0.40,0.11,0.00,5.61,0.33
9/1/2020 0:00:00,1.46,0.35,1.82,0.31,0.09,0.00,4.79,0.33
9/2/2020 0:00:00,1.34,0.31,1.68,0.26,0.08,0.00,4.46,0.32
9/3/2020 0:00:00,1.67,0.39,2.13,0.31,0.13,0.00,5.47,0.33
9/4/2020 0:00:00,1.97,0.46,2.54,0.34,0.19,0.00,6.31,0.33
9/5/2020 0:00:00,2.19,0.51,2.88,0.36,0.26,0.00,6.90,0.33
9/6/2020 0:00:00,1.96,0.46,2.61,0.31,0.27,0.00,6.06,0.33
9/7/2020 0:00:00,2.63,0.61,3.55,0.39,0.41,0.00,7.99,0.33
9/8/2020 0:00:00,2.23,0.52,3.04,0.31,0.39,0.00,6.65,0.33
9/9/2020 0:00:00,1.44,0.33,1.98,0.19,0.28,0.00,4.21,0.34
9/10/2020 0:00:00,1.49,0.35,2.08,0.19,0.31,0.00,4.29,0.34
9/11/2020 0:00:00,1.61,0.37,2.26,0.19,0.36,0.00,4.54,0.34
9/12/2020 0:00:00,1.91,0.44,2.71,0.21,0.46,0.00,5.30,0.34
9/13/2020 0:00:00,1.88,0.44,2.70,0.20,0.48,0.00,5.13,0.34
9/14/2020 0:00:00,1.72,0.40,2.50,0.17,0.46,0.00,4.63,0.34
9/15/2020 0:00:00,1.84,0.43,2.70,0.17,0.52,0.00,4.88,0.35
9/16/2020 0:00:00,1.77,0.41,2.62,0.15,0.53,0.00,4.63,0.35
9/17/2020 0:00:00,1.57,0.36,2.34,0.13,0.49,0.00,4.04,0.35
9/18/2020 0:00:00,1.33,0.31,2.00,0.10,0.43,0.00,3.36,0.35
9/19/2020 0:00:00,1.51,0.36,2.16,0.11,0.43,0.00,3.87,0.35
9/20/2020 0:00:00,1.94,0.48,2.65,0.13,0.48,0.00,5.05,0.35
9/21/2020 0:00:00,1.98,0.50,2.56,0.13,0.42,0.00,5.22,0.36
9/22/2020 0:00:00,1.86,0.48,2.26,0.11,0.32,0.00,4.96,0.36
9/23/2020 0:00:00,1.74,0.46,1.99,0.10,0.23,0.00,4.71,0.36
9/24/2020 0:00:00,1.32,0.36,1.40,0.07,0.12,0.00,3.62,0.36
9/25/2020 0:00:00,1.42,0.40,1.40,0.07,0.07,0.00,3.95,0.36
9/26/2020 0:00:00,1.81,0.53,1.64,0.08,0.01,0.00,5.13,0.36
